CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
697,2,1,23,10,0.0,2,1,1,79734.23,0
786,2,0,35,3,0.0,2,1,0,92712.97,0
850,0,1,39,5,114491.82,1,1,0,99689.48,0
445,2,0,31,7,145056.59,1,1,1,175893.53,0
637,0,0,41,2,138014.4,2,1,0,140298.24,0
756,2,1,23,1,112568.31,1,1,1,113408.11,0
644,2,0,33,2,0.0,1,1,0,96420.58,0
850,0,0,41,1,176958.46,2,0,1,125806.3,0
703,0,1,38,9,99167.54,1,1,0,65720.92,0
684,1,1,42,3,103210.27,1,1,0,31002.03,0
777,1,1,35,3,0.0,2,1,1,17257.72,0
676,0,0,48,3,80697.44,1,0,0,101397.86,0
708,2,1,44,2,161887.81,2,1,0,84870.23,0
809,2,0,24,7,109558.36,1,1,0,183515.13,0
588,2,0,38,1,124271.26,1,1,0,75969.19,0
623,2,0,43,1,0.0,2,1,1,146379.3,0
537,1,0,42,1,190569.23,1,0,1,127154.8,0
769,2,0,48,2,96542.16,2,0,1,197885.72,0
690,2,0,33,5,0.0,2,1,0,138017.68,0
497,0,0,24,6,111769.14,2,1,0,55859.27,0
622,1,0,37,4,0.0,2,1,0,4459.5,0
602,1,0,30,9,113672.18,2,0,0,102135.92,0
543,2,1,32,7,147256.86,1,1,0,112771.95,0
520,1,0,45,7,107023.03,1,1,0,32903.93,0
669,2,0,37,1,125529.55,1,1,1,162260.93,0
631,1,1,41,0,0.0,1,0,0,87959.83,0
838,1,0,35,0,0.0,2,0,1,197305.91,0
652,2,0,27,10,107303.72,2,0,0,44435.76,0
660,2,0,33,0,72783.42,1,0,0,181051.99,0
692,1,1,44,8,0.0,1,0,1,159069.37,0
588,2,1,35,0,0.0,2,1,1,155485.24,0
533,0,1,22,10,115743.6,1,0,0,43852.05,0
850,2,0,43,4,161256.53,1,1,1,140071.57,0
511,2,0,27,8,0.0,2,1,1,49089.36,0
530,1,0,44,6,0.0,2,0,0,55893.37,0
554,2,0,31,1,0.0,2,0,1,192660.55,0
585,0,1,40,3,162261.01,2,1,0,137028.51,0
754,2,0,39,3,74896.33,1,0,0,34430.16,0
837,0,0,35,0,144037.6,1,1,0,145325.32,0
567,2,1,23,9,93522.2,1,0,1,81425.61,0
800,1,0,38,1,0.0,2,1,0,51553.43,0
646,2,0,18,10,0.0,2,0,1,52795.15,0
627,0,0,38,8,106922.92,2,0,1,84270.09,0
505,2,0,26,8,112972.57,1,1,0,145011.62,0
619,0,1,33,3,100488.92,2,0,1,36446.74,0
757,2,1,44,4,123322.15,1,1,0,137136.29,0
648,2,0,32,0,0.0,1,0,1,117323.31,0
621,1,0,42,8,68683.68,1,1,1,74157.71,0
543,0,0,49,6,59532.18,1,1,0,104253.56,0
658,2,1,43,7,140260.36,2,1,0,2748.72,0
633,0,0,50,7,88302.65,1,1,1,195937.16,0
648,2,1,19,1,0.0,2,0,1,22101.86,0
501,0,0,40,5,114655.58,1,0,0,126535.92,0
705,2,1,35,3,0.0,2,0,1,66331.01,0
710,2,1,31,1,0.0,2,1,0,20081.3,0
725,2,0,43,2,165896.0,2,1,0,130795.52,0
638,2,1,32,0,0.0,2,1,0,160129.99,0
791,2,0,36,6,111168.97,1,1,1,189969.91,0
607,2,1,32,6,0.0,2,0,0,196062.01,0
535,2,0,30,6,103804.97,1,1,1,125710.53,0
757,2,0,32,9,0.0,2,1,0,115950.96,0
570,0,0,29,4,122028.65,2,1,1,173792.77,0
850,2,1,35,5,0.0,1,1,1,80992.8,0
454,1,0,40,2,123177.01,1,1,0,148309.98,0
720,2,1,37,2,120328.88,2,1,1,138470.21,0
743,1,1,36,8,92716.96,1,1,1,33693.78,0
493,1,1,48,7,0.0,2,1,0,48545.1,0
557,1,0,34,3,0.0,1,0,1,123427.98,0
850,2,0,40,1,76914.21,1,1,0,174183.44,0
799,2,1,32,3,106045.92,2,1,1,17938.0,0
756,2,0,34,1,103133.26,1,1,1,90059.04,0
752,2,0,38,0,145974.79,2,1,1,137694.23,0
696,1,1,36,3,0.0,3,1,0,65039.9,0
630,1,1,49,1,0.0,2,0,1,162858.29,0
659,1,1,38,9,0.0,2,1,1,35701.06,0
685,1,0,39,9,0.0,2,1,1,18826.06,0
559,1,1,31,1,139183.06,1,0,1,143360.56,0
615,1,0,19,5,0.0,2,1,0,159920.92,0
580,0,1,36,3,74974.89,1,1,1,12099.67,0
487,1,0,44,6,61691.45,1,1,1,53087.98,0
646,0,1,35,1,121952.75,2,1,1,142839.82,0
811,2,1,35,7,0.0,1,1,1,178.19,0
526,1,0,35,5,0.0,2,1,1,105618.14,0
767,1,0,37,7,0.0,2,1,1,24734.25,0
548,2,1,33,1,80107.83,2,0,1,82245.67,0
737,1,1,45,2,0.0,2,0,1,177695.67,0
711,1,0,36,8,0.0,2,1,0,55207.41,0
752,2,1,53,8,114233.18,1,1,1,51587.04,0
710,2,1,37,5,0.0,2,1,0,115403.31,0
510,2,1,22,3,156834.34,1,0,0,44374.44,0
577,2,1,34,2,0.0,2,1,1,84033.35,0
529,2,0,42,1,157498.9,1,1,1,82276.62,0
757,1,1,44,9,0.0,2,1,0,177528.92,0
621,1,0,34,8,0.0,1,0,0,47972.65,0
709,1,0,35,2,0.0,2,1,0,104982.39,0
756,1,0,19,4,130274.22,1,1,1,133535.29,0
788,2,1,41,6,0.0,1,1,1,25571.37,0
705,2,1,39,5,149379.66,2,1,0,96075.55,0
483,2,0,29,9,0.0,1,1,1,81634.45,0
719,1,0,35,1,100829.94,1,1,1,165008.97,0
793,0,1,32,1,96408.98,1,1,1,138191.81,0
593,2,0,41,6,0.0,2,1,1,99136.49,0
690,2,0,39,6,0.0,2,1,0,160532.88,0
512,1,0,39,3,0.0,1,1,0,134878.19,0
802,1,0,41,5,0.0,2,1,1,134626.3,0
450,1,1,34,2,0.0,2,1,0,175480.93,0
651,0,0,41,1,90218.11,1,1,0,174337.68,0
697,2,1,33,1,87347.7,1,1,0,172524.51,0
611,2,0,28,2,0.0,2,0,0,25395.83,0
643,2,1,33,0,137811.75,1,1,1,184856.89,0
822,2,0,37,3,105563.0,1,1,0,182624.93,0
632,2,0,38,4,0.0,2,0,0,192505.62,0
575,1,1,26,7,0.0,2,1,0,112507.63,0
672,2,0,31,6,91125.75,1,1,0,177295.92,0
517,1,0,39,3,0.0,2,0,1,12465.51,0
621,1,0,39,8,0.0,2,1,0,36122.96,0
600,2,0,29,8,0.0,2,0,1,34747.43,0
640,2,0,28,7,0.0,2,1,1,131097.9,0
752,2,1,36,1,86837.95,1,1,1,105280.55,0
613,2,0,26,4,100446.57,1,0,1,149653.81,0
484,2,1,32,3,0.0,2,1,1,139390.99,0
511,2,1,33,3,0.0,2,1,0,132436.71,0
786,1,1,32,6,114512.59,1,1,0,15796.66,0
727,2,0,35,5,136364.46,1,0,0,142754.71,0
622,2,0,31,5,106260.67,1,1,1,2578.43,0
794,2,0,24,10,146126.75,1,1,1,88992.05,0
741,1,1,42,9,121056.63,2,1,0,39122.58,0
687,2,0,34,5,128270.56,1,1,0,191092.62,0
660,1,0,30,4,0.0,2,1,0,129149.06,0
660,2,0,35,7,0.0,2,1,0,13218.6,0
762,2,0,32,10,191775.65,1,1,0,179657.83,0
561,1,0,34,4,85141.79,2,1,1,29217.37,0
609,2,0,26,10,126392.18,1,0,1,43651.49,0
803,2,0,28,3,0.0,2,1,0,159654.0,0
556,2,1,40,9,129860.37,1,0,0,17992.94,0
411,2,1,35,2,0.0,2,1,1,93825.78,0
654,2,0,29,2,91955.61,1,1,0,37065.66,0
670,0,1,36,2,84266.44,2,0,0,38614.69,0
655,2,1,36,2,147149.59,1,1,1,87816.86,0
752,2,1,36,7,0.0,2,1,0,184866.86,0
534,2,1,23,5,104822.45,1,0,1,160176.47,0
635,2,0,42,1,146766.72,2,0,1,164357.1,0
530,2,1,48,0,0.0,1,1,0,85081.09,0
687,1,0,35,3,0.0,2,1,1,176450.19,0
684,2,1,41,6,135203.81,2,1,1,121967.88,0
706,0,0,23,2,93301.97,2,0,1,127187.04,0
490,0,0,33,5,96341.0,2,0,0,108313.34,0
796,2,0,44,8,165326.2,1,1,1,57205.55,0
849,2,0,27,0,0.0,2,0,1,157891.86,0
779,2,1,41,10,99786.2,1,1,0,86927.53,0
794,1,1,22,4,114440.24,1,1,1,107753.07,0
748,1,0,36,4,141573.55,1,1,0,82158.14,0
464,2,1,33,10,147493.7,2,1,0,100447.53,0
590,2,1,29,4,0.0,2,1,0,121846.81,0
522,0,1,37,3,95022.57,1,1,1,129107.59,0
648,2,1,34,3,0.0,1,1,0,54726.43,0
754,2,0,37,6,0.0,1,1,1,116141.72,0
763,2,0,40,3,0.0,2,1,0,134281.11,0
790,1,0,32,3,0.0,1,1,0,91044.47,0
581,2,0,37,7,0.0,2,1,1,74320.75,0
703,2,0,43,8,0.0,2,1,0,9704.66,0
571,2,1,33,9,102017.25,2,0,0,128600.49,0
657,1,1,27,8,0.0,2,0,0,6468.24,0
737,2,0,44,7,0.0,2,0,0,57898.58,0
793,1,0,29,8,96674.55,2,0,0,192120.66,0
751,1,0,33,4,79281.61,1,1,0,117547.76,0
579,2,0,31,6,0.0,2,1,0,26149.25,0
655,0,1,36,10,122314.39,1,1,0,9181.66,0
614,0,0,43,8,140733.74,1,1,1,166588.76,0
562,1,0,41,5,165445.04,2,1,0,85787.31,0
711,0,1,53,5,123805.03,1,1,0,102428.51,0
620,2,0,37,0,107548.94,1,1,0,71175.94,0
437,2,0,49,9,111634.29,2,0,1,166440.32,0
552,1,1,34,4,0.0,2,1,0,140286.69,0
765,0,0,34,5,86055.17,2,1,1,104220.5,0
764,1,0,29,5,0.0,2,1,0,65868.28,0
585,2,1,32,8,144705.87,2,0,0,171482.56,0
784,2,0,31,7,0.0,2,1,1,143204.41,0
605,2,0,41,5,91612.91,1,1,1,28427.84,0
699,1,0,40,2,0.0,1,1,0,78387.32,0
544,2,1,40,7,0.0,1,0,1,161076.92,0
735,2,0,41,7,179904.0,1,1,1,137180.95,0
652,2,0,30,2,176166.56,2,1,1,152210.81,0
694,2,0,42,3,156864.2,2,0,0,88890.75,0
741,2,1,44,7,0.0,2,1,1,190534.76,0
590,1,0,30,3,0.0,2,1,0,83090.35,0
809,1,1,33,3,0.0,2,0,1,141426.78,0
523,2,0,34,2,161588.89,1,1,1,51358.66,0
596,1,1,29,6,0.0,2,1,0,116696.77,0
597,2,1,36,9,0.0,2,1,1,7156.09,0
734,0,1,47,10,91522.04,2,1,1,138835.91,0
710,2,0,45,1,0.0,2,1,1,36154.66,0
539,1,1,39,6,62052.28,1,0,1,59755.14,0
542,2,0,32,7,107871.72,1,1,0,125302.64,0
682,1,1,50,10,128039.01,1,1,1,102260.16,0
515,2,0,33,2,0.0,2,1,1,136028.97,0
651,0,0,34,2,90355.12,2,0,0,193597.94,0
792,0,0,36,5,115725.24,2,0,0,1871.25,0
674,0,1,36,6,100762.64,1,1,0,182156.86,0
513,1,0,39,7,89039.9,2,1,1,146738.83,0
561,2,0,34,1,78829.53,1,1,1,12148.2,0
627,0,0,30,6,112372.96,1,1,1,118029.09,0
683,2,1,29,0,157829.12,1,0,0,129891.66,0
420,0,1,31,1,108377.75,2,1,1,9904.63,0
505,0,0,43,6,127146.68,1,0,0,137565.87,0
577,2,0,36,3,121092.47,2,0,1,143783.46,0
773,0,0,34,10,126979.75,1,0,0,36823.28,0
763,2,1,38,0,152582.2,2,0,0,31892.82,0
592,2,0,36,1,126477.42,1,0,0,179718.17,0
528,1,0,43,7,97473.87,2,1,1,159823.16,0
630,2,0,53,5,138053.67,1,0,1,114110.97,0
529,2,1,31,2,164003.05,2,1,1,60993.23,0
772,1,1,39,4,122486.11,2,1,1,140709.25,0
567,2,0,36,1,0.0,2,0,0,8555.73,0
628,0,1,45,6,53667.44,1,1,0,115022.94,0
658,2,0,20,7,0.0,2,0,0,187638.34,0
629,1,0,34,1,121151.05,1,0,0,119357.93,0
731,1,0,42,9,101043.63,1,1,1,192175.52,0
775,0,0,33,3,83501.66,2,1,0,128841.31,0
660,1,0,33,2,80462.24,1,0,0,150422.35,0
752,2,0,39,3,0.0,1,1,0,188187.05,0
655,2,0,37,6,109093.41,2,1,0,1775.52,0
543,1,1,46,5,140355.6,1,1,1,85086.78,0
811,2,0,42,10,0.0,2,1,1,3797.79,0
689,0,0,45,0,130170.82,2,1,0,150856.38,0
531,2,1,42,2,0.0,2,0,1,90537.47,0
515,2,0,40,0,109542.29,1,1,1,166370.81,0
782,2,0,36,1,148795.17,2,1,1,195681.43,0
604,1,0,41,3,0.0,1,0,0,11819.84,0
655,1,1,35,1,106405.03,1,1,1,82900.25,0
689,1,0,38,2,0.0,1,1,1,82709.8,0
681,1,0,30,2,128393.29,1,1,1,180593.45,0
643,0,0,41,2,127841.52,1,1,0,172363.41,0
617,2,1,24,4,137295.19,2,1,1,91195.12,0
743,2,0,39,6,0.0,2,1,0,44265.28,0
828,0,1,25,7,144351.86,1,1,0,116613.26,0
776,1,0,35,8,106365.29,1,1,1,148527.56,0
540,0,0,35,7,127801.88,1,0,1,84239.46,0
616,0,1,45,4,122793.96,1,1,1,62002.04,0
615,2,0,30,7,0.0,2,1,1,156346.84,0
543,2,0,30,4,140916.81,1,1,0,157711.18,0
553,2,1,31,4,0.0,2,1,1,89087.4,0
554,0,0,26,4,121365.39,1,1,1,8742.36,0
684,1,1,36,4,0.0,1,1,0,117038.96,0
452,2,1,35,7,0.0,2,1,0,164241.67,0
629,2,0,40,9,0.0,1,1,0,106.67,0
659,1,1,33,8,115409.6,1,0,1,1539.21,0
493,2,1,33,8,90791.69,1,1,1,59659.53,0
554,2,1,44,6,92436.86,1,1,0,126033.9,0
807,2,1,36,4,0.0,2,0,1,147007.33,0
500,0,0,44,9,160838.13,2,1,0,196261.64,0
559,1,1,40,7,144470.77,1,1,1,18917.95,0
584,1,1,38,3,0.0,2,1,1,4525.4,0
754,1,0,35,4,0.0,2,1,1,9658.41,0
740,2,0,36,7,0.0,1,1,1,13177.4,0
733,2,0,48,5,0.0,1,0,1,117830.57,0
755,0,1,37,0,113865.23,2,1,1,117396.25,0
534,2,0,36,4,120037.96,1,1,0,36275.94,0
656,1,0,33,4,0.0,2,1,0,116706.0,0
575,2,0,40,5,0.0,2,1,1,122488.59,0
758,1,1,35,5,0.0,2,0,0,100365.51,0
682,2,0,50,6,121818.84,2,0,1,124151.37,0
501,2,1,29,8,0.0,2,1,0,112664.24,0
746,0,0,34,6,141806.0,2,1,1,183494.87,0
638,2,1,29,9,103417.74,1,1,1,15336.4,0
734,2,0,45,2,0.0,2,1,0,99593.28,0
555,2,0,40,10,43028.77,1,1,0,170514.21,0
626,2,0,44,10,0.0,2,0,0,164287.86,0
681,0,0,37,8,73179.34,2,1,1,25292.53,0
709,2,0,38,5,0.0,2,1,1,81452.29,0
562,0,0,33,8,92659.2,2,1,0,1354.25,0
684,0,1,46,3,102955.14,2,1,0,154137.33,0
631,0,1,29,2,96863.52,2,1,1,31613.35,0
657,1,0,34,5,154983.98,1,1,0,27738.01,0
606,1,0,38,7,128578.52,1,1,1,193878.51,0
660,2,1,38,5,110570.78,2,1,0,195906.59,0
829,1,0,50,7,0.0,2,0,1,178458.86,0
567,1,0,29,8,0.0,2,1,0,156125.72,0
850,2,1,33,3,0.0,2,1,1,11159.19,0
712,1,1,44,2,0.0,2,0,0,45738.94,0
562,2,0,30,3,111099.79,2,0,0,140650.19,0
755,2,1,29,3,0.0,3,1,0,4733.94,0
793,1,0,25,3,100913.57,1,0,0,10579.72,0
471,1,0,26,8,0.0,2,1,1,179655.87,0
707,2,0,42,2,16893.59,1,1,1,77502.56,0
784,1,0,38,10,122267.85,1,0,0,145759.93,0
703,2,0,32,1,125685.79,1,1,1,56246.72,0
704,1,0,36,8,127397.34,1,1,0,151335.24,0
662,2,0,38,0,105271.56,1,0,1,179833.45,0
636,0,1,28,2,115265.14,1,0,0,191627.85,0
640,1,0,36,4,0.0,1,0,0,173016.46,0
739,1,0,31,1,0.0,2,1,1,58469.75,0
767,0,0,23,2,139542.82,1,0,1,28038.28,0
714,2,0,37,9,148466.93,2,0,1,151280.96,0
707,2,0,29,4,0.0,2,1,0,139953.94,0
577,2,1,35,4,108155.49,1,1,0,105407.79,0
633,2,1,42,1,0.0,2,1,0,56865.62,0
849,0,0,41,10,84622.13,1,1,1,198072.16,0
614,1,1,41,7,146997.64,2,0,0,137791.18,0
558,2,1,47,9,0.0,2,1,0,103787.28,0
832,2,1,27,10,98590.25,1,1,0,30912.89,0
567,2,1,26,2,0.0,2,1,1,78651.55,0
655,1,1,29,9,0.0,2,0,1,85736.26,0
641,2,1,42,6,0.0,2,0,0,121138.77,0
676,2,0,35,5,106836.67,2,1,0,84199.78,0
472,2,0,29,8,102490.27,1,0,1,181224.56,0
644,0,0,34,9,112746.54,2,0,0,141230.07,0
598,2,0,38,0,125487.89,1,0,0,158111.71,0
792,1,0,25,8,142862.21,1,1,1,130639.01,0
700,2,1,37,7,0.0,2,1,0,17040.82,0
616,2,0,34,10,0.0,2,1,0,25662.27,0
743,1,0,35,6,79388.33,1,1,1,193360.69,0
427,2,0,37,5,0.0,2,1,1,121485.1,0
731,2,0,29,10,0.0,2,1,1,162452.65,0
610,2,1,31,6,107784.65,1,1,1,141137.53,0
653,1,1,38,9,149571.94,1,1,0,118383.18,0
774,2,0,49,1,142767.39,1,1,1,8214.41,0
719,1,0,50,2,0.0,2,0,0,10772.13,0
688,0,0,45,9,103399.87,1,0,0,129870.93,0
474,2,1,30,9,0.0,2,0,0,63158.22,0
505,0,0,43,5,136855.94,2,1,0,171070.52,0
610,2,0,37,0,0.0,1,1,0,114514.64,0
705,1,1,46,5,89364.91,1,0,1,139162.15,0
669,2,1,29,7,146011.4,1,0,0,50249.16,0
650,1,0,20,8,0.0,2,1,1,113469.65,0
550,0,0,29,9,145294.08,2,1,0,147484.13,0
572,1,1,26,5,0.0,2,1,0,119381.41,0
662,1,0,20,9,104508.77,2,0,0,73107.53,0
714,1,0,44,7,0.0,1,0,1,6923.11,0
600,2,1,32,1,78535.25,1,1,0,64349.6,0
847,1,1,37,9,112712.17,1,1,0,116097.26,0
710,1,1,28,6,0.0,1,1,0,48426.98,0
682,2,1,33,8,74963.5,1,1,1,32770.56,0
642,2,0,26,1,138023.79,2,0,1,117060.2,0
536,1,1,28,4,0.0,1,1,1,136197.65,0
754,2,1,47,1,185513.67,1,1,0,27438.83,0
741,0,0,38,4,128015.83,1,1,0,58440.43,0
757,2,0,31,10,39539.39,2,0,0,192519.39,0
721,2,0,40,3,0.0,1,1,1,144874.67,0
700,2,0,37,3,77608.46,2,1,1,175373.46,0
663,2,0,26,5,141462.13,1,1,0,440.2,0
677,1,1,35,0,0.0,2,0,0,76637.38,0
655,2,0,27,2,131691.33,1,1,0,49480.66,0
832,1,0,29,8,93833.86,1,0,1,10417.87,0
721,1,1,46,7,137933.39,1,1,1,67976.57,0
508,2,1,38,3,166328.65,2,0,1,22614.19,0
588,0,1,42,2,164307.77,1,1,0,48498.19,0
691,0,0,38,9,163965.69,2,0,1,103511.26,0
664,2,0,40,7,125608.72,1,1,0,122073.48,0
479,1,0,37,6,118433.94,1,0,1,160060.9,0
518,2,0,40,4,0.0,2,0,1,194416.58,0
850,2,0,34,6,0.0,1,0,1,52796.31,0
626,2,1,29,4,105767.28,2,0,0,41104.82,0
774,1,0,32,9,0.0,2,1,0,10604.48,0
719,1,1,48,5,0.0,2,0,0,78563.66,0
485,2,1,25,3,134467.26,1,1,1,113266.09,0
784,0,0,38,1,138515.02,1,1,1,171768.76,0
850,0,0,32,2,128647.98,2,0,0,54416.18,0
669,2,1,38,9,121858.98,1,1,0,130755.34,0
721,2,1,49,1,120108.56,1,0,1,183421.76,0
515,2,1,37,0,196853.62,1,1,1,132770.11,0
774,2,1,35,3,121418.62,1,1,1,24400.37,0
585,1,0,36,10,0.0,2,1,1,180318.6,0
695,2,1,29,9,0.0,2,1,0,111565.45,0
729,0,1,42,4,97495.8,2,0,0,2002.5,0
713,2,1,42,3,0.0,2,0,0,82565.01,0
555,1,0,33,5,127343.4,1,0,1,121789.3,0
699,1,1,50,0,158633.61,1,1,0,193785.87,0
510,2,0,44,6,0.0,2,1,1,175518.31,0
842,1,0,46,9,0.0,1,0,0,17268.02,0
608,2,0,31,7,79962.92,2,1,0,60901.72,0
850,2,1,36,10,0.0,2,1,1,100750.03,0
642,2,0,36,4,0.0,2,1,1,195224.91,0
850,2,0,33,7,140956.99,1,0,0,3510.18,0
455,1,1,43,6,0.0,1,1,1,81250.79,0
544,1,0,30,8,145241.63,1,1,1,80676.83,0
651,0,0,31,7,138008.06,2,1,0,129912.74,0
814,2,1,31,4,0.0,2,1,1,142029.17,0
537,2,0,39,2,0.0,2,1,1,137651.6,0
553,2,0,37,2,0.0,2,1,0,33877.29,0
800,1,0,38,9,0.0,1,1,0,78744.39,0
791,2,0,34,7,0.0,2,1,0,96734.46,0
699,1,1,29,9,127570.93,2,1,0,164756.81,0
756,2,1,28,6,0.0,1,1,1,164394.65,0
850,0,0,22,7,91560.58,2,0,0,10541.38,0
760,0,0,34,6,121303.77,2,1,1,59325.21,0
569,1,0,43,8,161546.68,2,0,1,178187.28,0
661,1,1,35,5,128415.45,1,1,0,142626.49,0
694,2,0,38,1,0.0,2,0,1,156858.2,0
728,2,1,28,4,142243.54,2,1,0,33074.51,0
639,2,0,32,9,0.0,2,1,0,111340.36,0
663,1,0,30,4,0.0,3,1,0,101371.05,0
826,1,0,41,5,146466.46,2,0,0,180934.67,0
735,1,0,36,5,0.0,2,1,0,105152.17,0
663,2,1,39,8,0.0,2,1,1,101168.9,0
562,1,1,29,9,120307.58,1,1,1,6795.61,0
696,2,0,27,4,87637.26,2,0,0,196111.35,0
850,1,0,38,2,94652.04,1,1,1,171960.76,0
719,2,1,22,7,114415.84,1,1,1,177497.4,0
604,2,0,40,1,84315.02,1,0,0,36209.1,0
782,1,1,27,3,0.0,2,1,0,143614.01,0
512,0,0,42,9,93955.83,2,1,0,14828.54,0
569,2,0,36,1,67087.69,1,1,0,154775.7,0
753,0,0,30,1,110824.52,1,1,1,57896.27,0
430,2,1,33,8,0.0,1,1,1,69759.91,0
756,2,0,28,8,179960.2,1,1,0,89938.08,0
493,2,0,38,3,134006.77,1,1,0,89578.32,0
777,0,1,37,10,121532.17,2,1,1,73464.88,0
779,1,1,38,7,0.0,2,1,1,138542.87,0
702,1,1,38,2,0.0,1,1,1,161888.63,0
551,2,0,35,7,129717.3,2,0,0,86937.2,0
749,0,0,22,4,94762.16,2,1,1,42241.54,0
752,0,0,29,4,129514.99,1,1,1,102930.46,0
637,1,0,43,3,172196.23,1,1,1,104769.96,0
724,2,0,28,5,97612.12,1,1,1,96498.14,0
685,2,0,20,4,104719.94,2,1,0,38691.34,0
625,2,1,38,7,0.0,1,1,0,164804.02,0
584,1,1,29,4,0.0,2,1,0,88866.92,0
550,2,1,22,7,139096.85,1,1,0,129890.94,0
803,1,0,43,3,0.0,1,1,0,72051.44,0
481,1,0,39,1,111233.09,1,1,1,123995.15,0
701,2,0,23,3,0.0,2,1,0,38960.59,0
751,2,0,29,10,147737.63,1,0,1,94951.27,0
675,2,0,35,8,0.0,2,1,1,56642.97,0
733,0,0,40,5,125725.02,2,1,1,50783.1,0
701,2,0,29,2,0.0,2,1,0,176943.59,0
554,1,0,26,8,149134.46,1,1,1,177966.24,0
723,2,0,30,3,124119.54,1,1,0,162198.32,0
766,0,0,44,3,116822.7,1,0,0,197643.24,0
597,2,1,24,1,103219.47,1,1,0,60420.07,0
574,2,0,41,1,0.0,2,0,0,70550.0,0
672,1,0,43,5,0.0,2,1,1,64515.5,0
717,2,0,38,7,0.0,2,1,1,158580.05,0
521,2,1,32,2,136555.01,2,1,1,129353.21,0
669,2,0,39,3,119452.03,1,1,1,171575.54,0
462,0,1,24,9,69881.09,2,0,1,64421.02,0
619,2,0,39,5,0.0,2,1,1,158444.61,0
665,2,1,44,7,0.0,2,1,1,66548.58,0
655,1,1,27,9,0.0,2,0,0,108008.05,0
463,1,0,20,8,204223.03,1,1,0,128268.39,0
807,0,1,31,1,141069.18,3,1,1,194257.11,0
728,2,0,38,1,115934.74,1,1,1,139059.05,0
582,2,0,52,2,151457.88,1,0,1,40893.61,0
704,0,1,35,3,154206.07,2,1,1,40261.49,0
714,2,1,26,9,89928.99,1,1,0,46203.31,0
628,2,0,30,8,89182.09,1,1,1,13126.9,0
809,0,0,41,1,79706.25,2,1,0,165675.01,0
560,2,1,27,5,0.0,2,1,0,131919.48,0
811,2,0,31,7,117799.28,1,1,1,182372.35,0
584,2,0,26,4,0.0,2,1,0,147600.54,0
691,2,0,28,1,0.0,2,0,0,92865.41,0
588,0,0,33,9,150186.22,2,1,1,65611.01,0
529,2,0,32,9,147493.89,1,1,0,33656.35,0
622,2,0,43,8,0.0,2,1,0,100618.17,0
683,2,1,42,8,0.0,2,0,1,198134.9,0
575,2,0,29,4,121823.4,2,1,1,50368.87,0
577,1,1,40,1,0.0,2,1,1,108787.0,0
652,1,1,40,7,100471.34,1,1,1,124550.88,0
687,1,0,31,3,0.0,2,0,0,48228.1,0
822,2,0,32,8,116358.0,1,1,0,108798.36,0
656,0,1,23,4,163549.63,1,0,1,21085.12,0
745,0,0,51,3,99183.9,1,1,1,28922.25,0
684,1,1,41,1,134177.06,1,0,0,177506.66,0
635,1,1,38,1,0.0,2,1,0,90605.05,0
582,2,0,30,2,0.0,2,1,1,132029.95,0
613,1,0,19,5,0.0,1,1,1,176903.35,0
659,2,1,32,2,155584.21,1,0,1,153662.88,0
745,2,1,28,6,0.0,2,1,0,154389.18,0
604,1,1,41,10,0.0,2,1,1,166224.39,0
509,0,0,32,9,170661.47,1,1,1,21646.2,0
706,0,1,29,6,185544.36,1,1,0,171037.63,0
695,2,0,36,6,114007.5,2,1,0,118120.88,0
640,2,1,33,6,84719.13,2,1,1,113048.79,0
672,2,0,39,2,0.0,2,1,0,87372.49,0
701,2,0,39,9,140236.98,1,0,1,146651.99,0
634,1,0,25,9,0.0,2,1,1,8227.91,0
531,1,1,42,6,75302.85,2,0,0,57034.35,0
699,2,0,27,1,0.0,2,1,0,93003.21,0
449,1,1,31,1,113693.0,1,0,0,82796.29,0
684,1,1,36,5,174180.39,1,1,0,119830.08,0
714,2,1,40,0,0.0,2,1,0,62762.12,0
712,1,1,48,8,0.0,2,1,0,183235.33,0
683,2,0,36,5,115350.63,1,1,1,122305.91,0
654,1,0,40,5,105683.63,1,1,0,173617.09,0
700,2,0,37,1,135179.49,1,1,0,160670.37,0
744,1,0,31,0,117551.23,1,1,0,158958.9,0
645,0,0,25,1,157404.02,2,1,0,93073.04,0
525,1,0,36,3,77910.23,1,1,0,67238.01,0
732,2,0,25,0,110942.9,1,0,0,172576.56,0
721,2,1,40,7,0.0,2,1,1,122580.48,0
622,2,0,32,5,179305.09,1,1,1,149043.78,0
654,0,0,31,5,150593.59,2,1,1,105218.45,0
850,0,1,25,8,69385.17,2,1,0,87834.24,0
667,0,0,27,2,138032.15,1,1,0,166317.71,0
620,2,0,41,3,0.0,2,1,1,137309.06,0
616,2,0,29,9,0.0,1,1,1,166984.44,0
710,1,1,29,3,119670.18,1,1,0,188022.44,0
717,1,0,33,1,99106.73,1,0,0,194467.23,0
786,0,0,24,2,120135.55,2,1,1,125449.47,0
651,2,1,39,8,0.0,1,1,0,137452.57,0
680,1,0,42,0,0.0,1,1,0,136377.21,0
646,2,1,51,4,101629.3,1,0,0,130541.1,0
807,0,0,47,1,171937.27,1,1,1,65636.92,0
727,2,0,47,7,0.0,2,1,0,193305.35,0
787,2,0,25,5,0.0,2,1,0,47307.9,0
